source,review,label
Maxim,driver nya ga sabaran bawa kendaraan ga peduli ada kubangan air kayanya tetep di terobos aja yang buat pengguna motor kecipratan air kotor jadinya santai pak,1
Grab,saya memakai grab sudah lama sekali selama ini okok sajatapi saya tidak pernah suka kalo driver cewe karna sangat tidak sefty dalam mengemudi dan pemilihan rutecara mengemudinya sangat sangat membahayansaran saya klo stiap pesan grab kalo bisa jangan kasih cewe,1
Grab,udh lama g pke grab pas liat pembayaran bs pke qris aku jd pke grab lg eh skrg malah pembayaran qris gd ydh sy g mau pke grab lg harga nya jg lbh mahal dibanding ojol sebelah,1
Grab,alhamdulillah bagus ramah hanya saja sempat mendapatkan driver yg tdk sabar pmarah tampak angkuh sekali ingatan itu membekas sampai sekarang,1
Maxim,apps ga jelasdrivernya ga niat kerjauda dikasih harga lebih malah di tolak terusga niat kerja apa gimanadan buat devlopernya mohon appsnya mohon di benahi lagi kadang sering error tiba tiba,1
Grab,makin kesini grab makin gjls mesen grab segitu banyak nya grab gaada yg ngambil lebih baik ojek pangkalan meskipun mahal satset,1
Maxim,untuk sekarang bagi aman dan cepat dapat driver harga masih paling murah dan tentu jadi pilihan cuma satu untuk tetap memperhatikan drivernya dan sering dengar cerita driver dapat ulasan negatif padahal sudah pelayanannya sudah sesuai,1
Grab,sangat membantu tapi sering saya temui driver yang meminta bayaran lebih atau kita memesan 2 tempat tetapi baru sampai satu tempat sudah di tandai selesai perjalanan usahakan pihak grab menyediakan fitur block driver tq,0
Maxim,driver maxim atas nama anggi suryadi putra cilegon baik banget sopan santun pokoknya nyaman banget driver anggi suryadi putra,1
Maxim,lama nya minta ampunnn driver nya mandi dulu lah minta tambah piti tapi lambat ampun deh,1
Maxim,sangat membantu sekali aplikasi nyaman dan mudah di gunakan driver tepat waktu dan ramah pelayanan oke,1
Grab,saya bayar ongkir mahal tapi ke driver keterimanya kecil kasian buat driver tolong di perbaiki buat ongkir driver biar konsumen masih bertahan bersama grab,1
Maxim,pengemudi angelinus yos bernad reshsy dengan motorcycle warna hijau tua nopol eb2319ed selamat menikmati perjalanan anda rating 495,1
Grab,hatihati untuk area cikupa dan gading serpong ada driver yang purapura tidak tahu tempat tujuan dengan alasan gmaps error dan lainnya jika minta nomor telepon jangan diberi karena akan dispam telepon dengan ancaman tidak jelas,0
Grab,udah bagus sih cuman masih aja ada lag pas aksesnya lama banget pas nyari tempat di maps nya kayak nggak smoothlancar gitu benering dong min,0
Maxim,aplikasinya lemot saya bayar pakai kaspro karena lemot masuk nya si driver minta chas jadi nya dobel bayar nya parahh,0
Maxim,salado beberapa kali ke potong tanpa ada driver yang datang ke lokasi penjemputan sama aja merampok uang user sangat memalukan,0
Maxim,bagus ih tapi tolong di permudah cari titik maps nya titik lokasi nya susah bgt,0
Grab,saya pesan grab plus beberapa x dapat y taxi bb saya ingin y mobil pribadi bkn taxi bb lama lama pindah pakai gojek yg jelas bkn kaya grab mengecewakan sistem grab,1
Maxim,untuk aplikasi maxim tolong lebih peka terhadap akun fiktif kasihan driver kalau dapat susah mencari uang tapi sering ada akun tipu karan driver tergiur sama ongkir nya,1
Grab,apaan nih giliran lagi mepet banget buat pergi malah nggak ada driver sama sekali lain kali hire pengemudi yang rajin aja lah nglawak minta dibatalin mulu,1
Maxim,harga yang argo di penumpang sama si sopir beda drivernya pada tanya lewat jalan yang mana kalo pendatang gk tau jalan gimana,0
Grab,gila grab ini lama lama mesen grabcar lama banget dapetnya sekalinya dapet di cancel bener bener kl org yg lagi buru buru gimana nasib nya tolong di perbaiki nih,1
Grab,kesalahan driver lama malah customer yg nanggung konsekuensi dibatalin ya karena buruburudriver jauh malah dapet konsekuensi customer bakal dapet yang lebih jauh kalau sering batalin selagi driver belum jalan ngga masalah dong kalau dibatalin malah ngancem customer si grab ini haduh,1
Grab,sudah daftar malah ada bacaan tindakan tidak wajar mesan saja belum aneh bin ajaib aplikasi sangat susah untuk mencari driver saya coba pengguna gojek atau max,0
Grab,alllhamdulilllah ramah banget dan mau menolong penumpang nyh bangus banget makasih pak udh mau menolong keluarga ku,1
Grab,tambahin lg promo grabike buat penumpang yg tiap hr pakai jasa ojek online grab bike terimakasih,1
Grab,ini gimana sih aplikasinya saya ga bisa hubungi driver dan di drivernya kebatal padahal ga ada yang batalin,0
Maxim,amang nya sabar nungguin pelangga beli ayam dulusehat buat pejuang rupiah di seluruh penjuru semoga bahu kalian selalu kuat dlm mencari nafkah yang halal nyetir nya pelan pak sopiranak istri slalu nunggu d rumah,1
Maxim,alamat maps gabisa sesuai titik beberapa kali driver salah padahal udh ditulis lengkap benerin apk nya tq,0
Grab,kacau sekarang grab mentang2 sudah banyak pemakai jd jelek pelayanan nya disaat dibutuhkan cepat cari driver ehh dikasihnya selalu yang jauh terus pdhl daerah saya ada grab yg ngetem,1
Maxim,bapaknya ramah kaliii terimakasih ya pa karna bapa tepat waktu jadi saya di terima kerja makasih ya pak lancar terus rezekinya sehat ya pak,1
Maxim,tolong dong min di tindak lanjutin kenapa saya malah dapet driver yang uda saya rating karena bermasalah,0
Grab,ni aplikasi tololl banget dahhh mau cancel di persulit ga jelas bet nungguin sampe hampir 3 jam ga ada driver ga jelas banget cok,0
Grab,alhamdulillah dengan adanya biaya layanan maka saya tidak perlu pake helm knp karena dengan adanya biaya layanan sudah tercakup salah satunya tidak perlu pake helmsafety belt driver kena tilang saya tidak perlu bayar krn sudah dibayarkan dalam biaya layanan tersebut mantap nga tuh,1
Grab,tolong yaa buat perekrutan driver nya cri yang benar benar punya akhlakyg saya dpat driver nya selalu yg kyk ga berpendidikan ga tau atitude dalam bekerjaga profesional,1
Grab,tolong untuk admin driver nya di ajari kalo scene qris nya hilang dan cara mengatasinya terima kasih,0
Maxim,tolong dong di perbaiki lagi untuk maps nya saya mau berangkat kerja ada rute yang lebih dekattapi malah otomatis pilih rute terjauhlalu saya sudah blg ke driver nya untuk pilih rute yg lebih dekat dia lebih memilih rute terjauh tolong lah di perbaiki,1
Grab,keren sih ini dg adanya program grab hemat bisa dapat driver fg motor yg terbaru dan besar mantap deh grab,1
Grab,sy berharap dari pihak grab agar lebih meningkatkan kesejahteraan para driver karena adanya mereka perusahaan grab menjadi lebih sukses dan kaya tetapi kasihan driver hidupnya tidak ada yg sejahtera hanya menguntungkan pihak grab sematatdk peduli nasib dan keadaan para drivernyahidup ojol,1
