source,review,label
Maxim,tolong dong min di tindak lanjutin kenapa saya malah dapet driver yang uda saya rating karena bermasalah,0
Gojek,biar apa coba konsumen pakai verifikasi wajah mau log in jadi gagal terus emang wajah orang ga rubah ya kalo tambah umur kacau mau transaksi di gojek jadi males ribet bye gojelk,1
Gojek,apk yg sangat tidak peduli keselamatan banyak driver ga pake seragam dan suka di jalan contoh lawan arus dan trobos perboden,1
Maxim,tolong drivernya cari yang benar baik saya 2 kali dapat driver yang kurang ajar padahal saya udah percaya pake maxim,1
Gojek,sengaja saya beri bintang 3 di karenakan saya baru pertama kali mencoba menggunakan kan aplikasi gojek,1
Gojek,agar tak kalah sama aplikasi sebelah saran aja ni radius pioritas 115 km cs masih sanggup nunggu dan buat driver bensin ga boros,1
Gojek,sering banget driver gocar minta di cancel yang rugi kita nunggu lama dan dia yang ga mau pickup kalau customer cancel kita dapetnya lagi makin lama kebiasaan harusnya yang minta cncel ke customer itu kena banned tolong kasih optional biar tidak merugikan customer,1
Maxim,murah memang tapi klo di aplikasi ada tulisan segera akan tibadriver tiba lrbih dari 4 menit kecewa,1
Gojek,lama dapat ojol nya pdhl pilih yg comfort udh aku reset jg masih lama gmn sih,1
Maxim,baru pertama x pakai maxim udah dikasih bonus kereeen maxim sukses selalu buat para driver,0
Maxim,agak kurang enak suka lama banget dapet draivernya bisa sampe 20 menit nunggu cari draivernya dulu mah cepet 1 menit 2 menit langsung dapet,0
Gojek,perlu penyesuaian lagi saya sering di kasih driver yang jauh dari titik penjemputan terus jadi sering di cancel tolong tambah fitur memilih driver agar bisa memilih driver terdekat,1
Maxim,driver sangat baik ramah penjeputan cepat bawa motornya halus sangat nyaman berkendara dgn maxim,1
Gojek,selama ini saya blm pernah menggunakan gojek transportasi ternyata selain murah dan memudahkan kita cepat sampai tujuan dengan keamanan terjamin karena kendaraan dan pengemudinya terdaftar di aplikasi jadi jangan takut lagi menggunakan gojek,1
Gojek,mahal di pajak murah di ongkos drivernya gak pake tes apa2 banyak driver maksa minta tip,1
Gojek,pay later saya di blokir dari bulan dersember kenapa padahal pembayaran lancar bahkan sampai saat ini masih ada pembayaran yg lancar sampai bulan depan saya mau isi token listrik nih gimana udah malem nih hadehhhhh,0
Maxim,makasih ya buat mas nya orang nya ramah bngett kalo nge driver gak bakal nyesel deh sehat2 sekeluarga buat mas e,1
Maxim,penjemputan penumpang cepat kendaraan yang digunakan juga mantap pengemudi baik dan sopan terima kasih maxim dan pengemudinya,1
Gojek,suka banget sama gojek bahasa nya ngga baku jadi seneng pesen apapun di gojek kalo boleh adain diskon ongkir setiap hari hehehe,1
Maxim,terlalu banyak driver maxim yg tidak menggunakan atribut terutama di sore hari belum lg klw plat motornya berbeda,1
Gojek,tolong perbaiki lagi maps nya kok tdi sudah pesen sesuai alamat tapi titik nya tidak sama dengan alamat yang di tulis sama tolong seleksi lagi drivernya kebanyakan orangnya pada gak sabaran dijalanan,0
Gojek,kalo lagi hujan harganya gak ngotak masak jarak 3km dikasih harga gocar 46000 kalo niat mau peras jgn lewat aplikasi,0
Maxim,bpknya sabar dan baik menunggu ank sy yg jauh dr kotake bekasi muter2 nyari ank driver yg handal top bgt,1
Maxim,pengiriman cepat mudah di dapat drivernya juga baik sangat membantu dan biaya nya murah makasii y maxim,1
Gojek,knp klo pesan gocar ad diskon pad nd sopan tolong yg nd sopan dan suka cancel customer seenaknya di tegur,1
Gojek,gojek tolong dong aplikasi diperbaharui kenapa mapnya selalu berubah2 tdk sesuai titik yg di tujuerror mulu,1
Gojek,niat apa enggak sebenernya bikin aplikasi setiap pesen sllu gk prnh dpt driver udh cpk2 nunggu ujung2 nya gk jd,1
Maxim,tolong mapsnyaa dipermudah min kadang aga susah search alamat sedik berat juga kita drag maps dan buka fitur foto di room chat agar memudahkan customer memberikan informasi kepada driver,1
Gojek,aplikasinya sangat membantutapi tlnglah jarak jemput jangan terlalu jauhkemarin saya pesan khusus penumpang drivernya minta di batalin karena jaraknya terlalu jauh mau nggak mau ya harus saya batalkan,0
Gojek,tolong upgrade pembatalan dari driver sering banget pesen tapi selalu dapet driver susahbeda sama shopee 1x 2x gagal langsung driver ga bisa cancel,0
Maxim,nyoba sistem maxim wallet isi untuk pertama kali menggunakan bank sebesar 30000 outputnya yang keluar malah 27000 ini siapa yang ngambil dalam keterangan cara pembayaran tidak ada biaya admin dan lebih parahnya lagi banyak drive yang menolak menggunakan maxim wallet dengan alasan sistem sedang eror,0
Gojek,pungli berkedok aplikasi ya ini ongkos yg diterima driver sangat murah yaitu 5 ribu padahal customet bayar tarif normal 12 ribu jarak dekat untuk ongkosnya,0
Gojek,setiap hujan selalu susah dapat driver gocar selalu di cancel krn gocar memilih pindah aps yg lain,1
Maxim,assalamualaikum bagi kk admin driver saya tinggal di padang kota sering dengar keluhan dari driver maxim nya di karna tempat penarikan uang ewallet nya tidak ada yg terdaftar di khusus padang kota kasian driver nya,0
Gojek,hai gojek saya meminta tolong munculkan fitur hapus riwayat transaksi karna saya merasa sangat dirugikan akibat riwayat transaksi saya dilihat setidaknya buat hapus riwayat transaksi lebih sulit seperti harus verivikasi sidik jari wajah atau sebagainya tolong ya gojek saya sangat meminta tolong,1
Maxim,sempurna buat pak sopir nyamau nganterin sampe depan rumah walaupun di pelosok desaberkah selalu pak sopir semoga di lancarkan terus usaha dan rejekinya,1
Gojek,pake aplikasi gojek udah dari 5 taun yg lalu selalu jd andalan di setiap waktu maakkkk nyosssss,1
Gojek,hari ini dapet driver g d respon nungguin lama g ada d jemput hampir sejam nungguin mulai hari ini uninstall aplikasi habis ini ada notifikasi balasan mohon maaf tapi tidak ada perubahan lihat komentar d bawah di tanggal tanggal sebelumnya sangat buruk,1
Gojek,gojeknya bagus tapi rekanan pinjolnya yg sangat tidak ada etika dalam penagihan baru telat sehari tapi cara nagihnya sudah seolah olah nasabah tidak mau bayar padahal sudah cicilan kedua dari 3x cicilan dengan cara menakut nakuti nasabah,1
Gojek,udah 3 kali pesan masih aja gc dapet driver udah 2 jam nunggu tiga kali juga batal,0
Gojek,slama ini gojek selalu membantu sy dng kecepatan dan ketepatan waktu jarang mbleset dan para drivernya amanah tengkyu gojek,1
Maxim,maxim bandung paling top mau hujan badai petir tetep narik penumpang palingan waktu persib perayaan aja nunggu sejam baru dapat itupun aplikasi lain ada yg nunggu sampai 2 jam lebih thankyou maxim,1
Gojek,pendapat saya untk para ojol kalo lagi liat uplikasi jng di tengah jln menggangu pengendara lainnya dan jngn lpa lampu sen klo kanan jngn belok ke kiri trimakasih,1
Gojek,aplikasi ribetnyari driver dari tadi gk dapetdrivernya pada gk niat kerjabuat ceo gojek tolong evaluasi lagi lah drivernya,1
Gojek,suami saya pakai gojek alamat tujuan masih jauh alasan gojeknya gak pernah nganter ke stasiun leles malah di turunin di pasar leles yang jaraknya masih jauh ke stasiun masa driver gak bisa baca maps masih tanya2 ke penumpang,0
Gojek,mau ganti email doang berapa kali dicoba ga bisa2 gada solusi dan lain lain gojek kontoll,1
Maxim,terlalu banyak kecewa nya pergi ke tempat wisata padahal deket dari stasiun ga ada yg pick up padahal di maps nya banyak driver,0
Maxim,murah cmn lebih nyebelin dr gojek kalau ga mau nerima jgn d terima udah nunggu driver g gerak2,1
Gojek,ada voucher banyak 50 buat menghemat jd belilah gojek plus biar ongkirnya kepotong eh udh digojek plus tbtb vouchernya ilang pdhl masih ada 9 dan masa berlaku masi byk ampas deh emng kalo pake gojek mnding grab,0
Gojek,tolong adain fitur ga ngomong sama driver car ngga papa ada biaya tambahan ngga semua orang mau denger ocehan driver apalagi ngeluh masalah bbm klo jauh kita semua tau bbm mahal ngeluhnya sama pemerintah aja plis dari user rating 36 lol,1
Gojek,alhamdulillah mo butuh sesuatu tinggal gojekin aja mereka on time dan baik semoga allah ganti lebih perjuangan mereka mencari nafkah,1
Gojek,tolong donk buat gojek diperjelas jalur nya apakah lewat tol atau tidak kasih kita sebagai customer pilihan mau lewat jalur tol atau non tol biar ga buang2 waktu cari driver yg mau ngambil sesuai jalur dari gojek,1
Gojek,adain fitur chat buat penjemputan yah kasian driver nya harus nelpon klo mau jemput habis pulsa nya ongkos ga seberapa,1
Maxim,tolong tambahkan fitur blokir driversupaya menghindari driver yg bikin risih costumerjujur ingin sekali maxim menyediakan fitur ini supaya costumer apalagi yg anak sekolahan aman dan tidak mencemaskan orang tua di rumah terimakasih maxim,1
Gojek,saya selaku driver kecewa kepada sistem gojekberpihak sebelah kepada customersaya lagi ngejar bonus weekendtp penumpang yg cancel tapi performa saya turun pdhl penumpang yg cancelotomatis gagal bonusnya tidak kekejar jadi sia semangat ngejar bonus malah gagall,0
Maxim,beberapa driver nya kurang ajar baru saja kejadian baru nunggu 2 menit sudah ngamuk kayak udah nunggu bertahun,1
Gojek,tiap pesen go ride selalu lama dapetnya mau ujan ato engga selalu lama nunggu sampe setengah jam lebih juga ngga dapet dapet ngga rekomen buat yang lagi dikejar waktu perbaiki tuh yang suka matiin aplikasi,0
Gojek,sinyalnya buruk pakai kartu perdana apapun kalau chatingan pasti pending pending mulu heran aku sama gojek,1
Gojek,aplikasi sangat membantu tapi tolonglah itnya perbaiki jarak jemput jangan terlalu jauh kasian pelanggan nunggu lama dan kasian driver juga boros bbm tadak sesuai pendapatan dan sering kena cancel ayu donk diperbaiki jangan cuma mikirin untung doank maksimalkan semuanya agar saling menguntungkan terimakasih,1
Gojek,sya trauma pake gojek sya pesen gojek trs saya cancel krn hbis lomba ternyata blm boleh pulang krn eval langsung sy cancel cepet cepet ternyats ojolnya pas pulang nunggu saya di depan buat ngata ngatain saya,1
Gojek,gocar sering gak respon gak jalan nunggu lama akhir nya di cancel nanti cari lg malah ambil yg jauh bgt,1
Gojek,cari gocar lama bgt mau tf ke bank lain jg lama bgt loading nya ga muncul2,1
Gojek,aplikasi anjink paylater gua diblokir emang bbbbiiiii padahal sudah gua lunasi gua berdoa semoga bangkrut lo gojek antek antek,1
Maxim,apknya astaghfirullah sekali masa mau daftar malah ga dikasih kode terus juga nyoba cara lain malah sulit,1
Maxim,untuk keamanan dan kenyamanan konsumen tolong di perhatikan bnyk akun driver yang memakai akun berbeda dengan kendaraan orang yang datang beda dengan data akun aplikasi orang plat nomor kendaraan beda grab sama gojek selalu sesuai ini maxim kenapa bisa seperti itu,0
Maxim,suka dapat driver yang ga ramah ngomong nya kasar memang ga semua tapi sering,1
Gojek,akhir akhir ini harganya gak masuk akal mesen gojek buat ke kampus biasanya harganya normal ini tiba tiba naik sampe 2 kali lipat dibanding sama aplikasi sebelah harga ttp normal,0
Gojek,banyak driver yang tidak sesuai di aplikasi jadi takut kalau pulang malam mangkanya aq pulang malam mending pakai grab,0
Maxim,trmksh bnyak driver sangat ramah dan baiktrmksh sdh membantu mngendong ank smp k rmh ank kondisi sakit trmksh sllu nerbuat baik ya omm,1
Gojek,pilihannya sih ada ya gocar hemat dll tapi kalonmilihnya hemat gak ada driver yg mau ambil giliran ganti yg prioritas langsung ada driver lawak,1
Gojek,kecewa banget sama gojek sekarang sering banget bug trs susah banget dapet pengemuditrs sering dpt gojek yg bilang dh jalan padahal belum skrng ga mau pake lagi padahal sering make buat sekolah semenjak sering bgitu ga dlu,1
Gojek,driver mobil kebanyakan nolak padahal cm jarak 3 km tujuan nya ngga mau pd mundur aneh min,1
Gojek,saya kecewa dengan gojek karena unk mendapatkan kan gocar selalu posisi jauh dari lokasi saya menjadikan lama menunggu unk keperluan yg penting jadi tidak tepat waktu,1
Gojek,padahal udah lama pake iniiii syg banget beralih ke sebelah karena saya sebagai pengguna lama makin lama malah makin mahal tarifnya mungkin bisa kasih pengguna lama voucher sekali teman saya yg baru pakai dapet voucher besaran mungkin marketingnya emg gitu yaa sedih aja sii,1
Maxim,gak bisa dicancel dichat pun gk bisa gak seperti aplikasi lain kasian drivernya tambahin menu chat kek di aplikasinya,0
Gojek,yg dekat banyak knp yg jauh app lama kq kalah sama app yg baru lagi buru malah suruh nggu driver yg jauh lama pula makin sering di gunakan makin gk jelas ni app kebanyakan makan uang driver,1
Gojek,pesen gojek motor utk saudara drivernya muter kejauahan ngak tau dicancel driver nya atau gimana trs kita pesen pakai aplikasi ojol lain tiba2 saya dpt notif bahwa dpt driver baru dr gojek padahal yg td udah tercancel kesannya saya pesan lg,0
Gojek,saya nunggu 2 jam masih ga dapet driver plis jika memang tidak bisa dapat driver dibatalkan saja jgn php,0
Maxim,driver pilihpilih pembayaran menggunakan ewallet tdk ada yg mau tpi klo pke tunai minta lebih susah juga nyari driver yg mau jemput alasannya jauh terus minta naik harga,1
Maxim,drivernya kalo dapat oderan malam selalu ngancem ke castamer daerah jatiasih sekitarnya mau di ramein ama driver maxim sampai mau di ramein ke rumah castamer nya tolong pusat maxim di tindak lanjutin daerah jatiasih sekitarnya,1
Gojek,mengapa aplikasi gojek meminta utk mengakses kontak di hp utk menyadap hp kita atau gmn ya kayaknya sy mending uninstall deh,1
Maxim,driver banyak yg ga jujur 3x pesan harga semua dilebihkan saya bukan masalah nominal nya tpi kejujuran,1
Gojek,udah pesen gocar xl supaya bisa buat 6 orang tapi driver pada ga mau ambil mending tutup aja dah ganti angkot yg didaftarin buat gocar saya pesan dari mall lippo cikarang,0
Gojek,uninstall gojek terlalu meras mitra modal aplikasi ngeruk keuntungan dari mitra sebesar nya ngadain promo voucher membebankan mitra nya aplikasi yang sangat melanggar aturan asas kemanusiaan kiamatmu karna hematmu,1
Gojek,aman selalu kenyamanan penumpang selalu diutamakan dan alhamdulillah juga member goride dan go car ramahramah,1
Gojek,cara menilai sopir masih membingungkan sebab tidak ada tulisan pemberitahuan atau di menu mana untuk menilai sopir aplikasi yang masih membingungkan tidak bisa scroll ke bawah padahal ada bagian kotak berisi promo yang terpotong namun tidak bisa di scroll,1
Gojek,login harus verifikasi muka aneh banget daftar pakai ktp aja belum pernah disuruh verifikasi muka lapor juga gabisa seribet itu kah login gojek sekarang balasan untuk admin login ae kaga bisa min gimana klik tombol bantuan,1
Maxim,kok driver maxim pada bawel ya ga pada santuy seperti driver go kalau mau kesejahteraan jangan jadi ojol yang udah ga ada pilihan mentok kerja di perusahaan atau usaha baim kalau mau hidup makmur,1
Gojek,tolong kalau hari libur maps buat drivernya di update soalnya di ui kalau hari libur semua gerbang tutup cuma bisa lewat dekat tugu buku kasian driver nya mutar jauh banget,1
Gojek,gak jelas dapet driver yang jauh jauh terus saya selalu telat berangkat kerja tolong di perbaiki dongg,1
Gojek,harusnya kasi solusi kalau sedang susah buat cari driver jangan udh nunggu lama malah tiba tiba dibatalin karna gak ada driver harus dipikirkan solusi buat kedepannya supaya tidak merugikan konsumen,1
Gojek,aplikasi gak guna masa waktu hujan pesan gojekgocar gak dapat padahal di map ada lho gojekgocar yg gak jauh dari lokasi pemesananku bener aplikasi yg gak guna,0
Gojek,cukup senang dan cukup baik cm kl pas butuh susah sekali dpt driver itu aja sih lainnya om,1
Gojek,semenjak d update sekarang nggak pernah dpt voucher walaupun penguna baru sangat tidak nyaman pakai gojek,1
Gojek,tolong buatkan fitur laporan tapi anonim agar para pelanggan bisa memberikan laporan secara aman karena saya telah memesan gocar comfort tapi tidak nyaman dan sedikit tertekan terimakasih atas perhatiannya,1
Maxim,mohon penjelasan nya an nusron driver b 1961 rop kenapa tarif nya rp 97500 jadi rp 107000 berangkat sedangkan balik pulang tarifnya sesuai rp 99500 driver z 1517 em an wahyu hidayat ok,0
Gojek,sebetul nya gojek sangat membantu tpi masih banyak driver yang walaupun tidak semua terimakasih gojek untuk terakhir kali ny kapok saya,1
Gojek,promo hanya untuk akun tertentu hal ini sangat tidak adil apalagi untuk pengguna yg sudah lama menggunakan aplikasi gojek tolong untuk peraturannya diubah agar semua user bisa menikmati promo yg sama tanpa pilih kasih,1
Maxim,driver nya pilih pilih hemmm padahal lagi di kejar waktu please lah jangan mandang deket jauh nya,1
Gojek,versi terbaru gojek malah bikin chat dari driver enggak muncul notif di hape pelanggan pas dicek ke menu chat baru ketahuan kalau ada chat,0
Gojek,gojek nyaaa baguss super duper jedar jedorr bintang 5 etmin jgaa asikk nya minta ampunn dahhh angkat tangan kalo ini mahhh yuk egee buruan download gojek jan pake lamaaa sinii gwa tunjukkin pelayanan terbagus,1
Gojek,driver sangat ramah dan sangat sopan tapi di profil perempuan tapi actualnya laki tapi yg penting jujur dan target tepat sasaran,1
Gojek,aplikasi jelek ayo kita ramai ramai tinggalkan aplikaai ini bukannya berbenah masalah managemen nya malah makin buruk makin ngeduitin jangan pake gojek lagi,1
Gojek,kaga jelas lama2 masa harga naik setiap hari di jam berangkat kerja gojek lama2 makin kaga jelas uninstal ajah teman2 ini apk penyedia layanan ojek kaga jelas,1
Maxim,setelah 3 x baru berhasil mendapatkan mobilyg 2 minta dibatalkanmohon untuk driver yg sering membatalkan diberi peringatan atau denda,0
Gojek,tolong dong kl terima calon driver di seleksi dl manusia nya jangan yg bodoh tolol nyolot,1
Gojek,nyesek banget mau ke rmh sakit pesen gocar dr yg hemat sampai prioritas 1 jam lebih gak ada yg nyantol,0
Gojek,driver pada jauh jadi lama tolong perbaiki lagi sistemnya jarak driver sama cs tidak lebih dari 2km jadi tidak nunggu lama,0
Gojek,segala cara pembayaran dilakuin otomatis biar bs langganan terus ya wkwk 2bln langganan goplus gaada benefitnya sama sekali cuma buang2 uang aja,1
Gojek,udah pesen harga gojek yg paling tinggi bukan hemat tetep aja dpt gojeknya jauh kocak ngelawak bngt sistem lu gojek,1
Gojek,pelayanan gocar makin buruk pesen gocar banyak drivernya gak respon kadang malah mnjauh dr lokasi tp gk mau cancel tolong aplikasi gojek aware sm driver2 kyk gini sangat mengecewakan,1
Gojek,dari dulu sampe sekarang masi aja seperti itu nih gojeksaya mau login tapi saya lupa nomor lama sayanyuruh memulihkan akun masi aja minta nomor yang lama kan saya lupa nomornya ngasih bantuan gak masuk akal,0
Gojek,gojek salah satu alat transportasi yang terpercaya dan membrikan kenyamanan bagi konsumen maju trus gojek,1
Gojek,gojek tolong perbaiki lagi waktu login verifikasi wajah selalu gagal pencahayaanlahkurang teranglah nunggu berapa saat intinlah buat login aja ribet cocok bintang 1 dululah,1
Gojek,alhamdulillah selalu memuaskan pake aplikasi gojek menolong banget di saat sy ada di tempat yg asing tapi alhamdulillah bisa sampe ke tempat tujuan dianter abang gojek,1
Maxim,hati dengan oknum driver yg ga bener pengalaman saja tadi pagi saya dipaksa buat dianterin sampai rumah padahal saya hanya pesan sampai terminal saja tapi saya tetep tidak mau karena sudah takut drivernya ga sopan,0
Gojek,maaf masih kasih bintang 3 karena menurut saya masih kurang di masalah verifikasi wajah padahal sudah sesuai dengan petunjuk masih dibilang tidak sesuai mohon untuk di tanggapi dari pihak gojek,0
Gojek,aplikasisi hanya untung untuk yg punya aplikasitapi abang ojeknya tsk dpat seberapa makanya saya lebih milih maxm daripada akun gojekcuma mikirin buat yg pnya aplikasi buat apa,1
Gojek,jangan pada pake gojek lg si gojek ngasih ongkir ke driver cuma 5 rb aplikasi maruk,1
Gojek,gojek sudah lebih baik dan oke thank you buat promo2 nya gojek jaya terus dalam melayani konsumen dan mitra,1
